Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;3;Verkehrswesen II.--.601924040.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;Kein Datum gef;1;
;4;Verkehrswesen II.--.601924040.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;24;
;5;Verkehrswesen II.--.601924040.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;26;
;6;Verkehrswesen II.--.601924040.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;12;
;7;Verkehrswesen II.--.601924040.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Kein Datum gef;25;
;8;Verkehrswesen II.--.601924040.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;1;
;9;Verkehrswesen II.--.601924040.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;4;
;10;Verkehrswesen II.--.601924040.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;1;
;11;Verkehrswesen II.--.601924040.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;12;Verkehrswesen II.--.601924040.--.192.--.BB;Siedlungswasserwirtschaft I.--.601924050.--.192.--.BB;Kein Datum gef;25;
;13;Verkehrswesen II.--.601924040.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;23;
;14;Verkehrswesen II.--.601924040.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;1;
;15;Verkehrswesen II.--.601924040.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;1;
;16;Verkehrswesen II.--.601924040.--.192.--.BB;Arbeitsschutz.--.601925011.--.192.--.BB;Kein Datum gef;24;
;17;Verkehrswesen II.--.601924040.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;Kein Datum gef;1;
;18;Verkehrswesen II.--.601924040.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;6;
;19;Verkehrswesen II.--.601924040.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;19;
;20;Verkehrswesen II.--.601924040.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;Kein Datum gef;1;
;21;Verkehrswesen II.--.601924040.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Kein Datum gef;1;
;22;Verkehrswesen II.--.601924040.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;1;
Verkehrswesen III.--.601926020.--.192.--.BB;;;;Kein Datum gef;;
;1;Verkehrswesen III.--.601926020.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;Kein Datum gef;1;
;2;Verkehrswesen III.--.601926020.--.192.--.BB;Verkehrswesen IV.--.601927020.--.192.--.BB;Kein Datum gef;2;
;3;Verkehrswesen III.--.601926020.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;2;
;4;Verkehrswesen III.--.601926020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;5;Verkehrswesen III.--.601926020.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;6;Verkehrswesen III.--.601926020.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
Verkehrswesen IV.--.601927020.--.192.--.BB;;;;Kein Datum gef;;
;1;Verkehrswesen IV.--.601927020.--.192.--.BB;Verkehrswesen III.--.601926020.--.192.--.BB;Kein Datum gef;2;
;2;Verkehrswesen IV.--.601927020.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;Kein Datum gef;8;
;3;Verkehrswesen IV.--.601927020.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;6;
;4;Verkehrswesen IV.--.601927020.--.192.--.BB;Hydromechanik.--.601926030.--.192.--.BB;Kein Datum gef;1;
;5;Verkehrswesen IV.--.601927020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;6;Verkehrswesen IV.--.601927020.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;2;
;7;Verkehrswesen IV.--.601927020.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;2;
;8;Verkehrswesen IV.--.601927020.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;9;Verkehrswesen IV.--.601927020.--.192.--.BB;Siedlungswasserwirtschaft II.--.601926040.--.192.--.BB;Kein Datum gef;1;
;10;Verkehrswesen IV.--.601927020.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;2;
;11;Verkehrswesen IV.--.601927020.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;1;
;12;Verkehrswesen IV.--.601927020.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;1;
Vermessungskunde.--.601921050.--.192.--.BB;;;;Kein Datum gef;;
;1;Vermessungskunde.--.601921050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;2;Vermessungskunde.--.601921050.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;3;
;3;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik I.--.601921021.--.192.--.BB;Kein Datum gef;1;
;4;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;5;Vermessungskunde.--.601921050.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;1;
;6;Vermessungskunde.--.601921050.--.192.--.BB;Mathematik I.--.601921011.--.192.--.BB;Kein Datum gef;1;
;7;Vermessungskunde.--.601921050.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;8;Vermessungskunde.--.601921050.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;1;
;9;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik II.--.601922021.--.192.--.BB;Kein Datum gef;1;
;10;Vermessungskunde.--.601921050.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;1;
;11;Vermessungskunde.--.601921050.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;Kein Datum gef;1;
;12;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;1;
;13;Vermessungskunde.--.601921050.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;3;
;14;Vermessungskunde.--.601921050.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;2;
;15;Vermessungskunde.--.601921050.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;16;Vermessungskunde.--.601921050.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;1;
;17;Vermessungskunde.--.601921050.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;3;
;18;Vermessungskunde.--.601921050.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;1;
Vermessungskunde.--.602411050.--.241.--.BB;;;;Kein Datum gef;;
;1;Vermessungskunde.--.602411050.--.241.--.BB;Mechanik II.--.602412020.--.241.--.BB;Kein Datum gef;7;
;2;Vermessungskunde.--.602411050.--.241.--.BB;Baustoffkunde II.--.602412030.--.241.--.BB;Kein Datum gef;9;
;3;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik II.--.602412010.--.241.--.BB;Kein Datum gef;7;
;4;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik I.--.602411010.--.241.--.BB;Kein Datum gef;92;
;5;Vermessungskunde.--.602411050.--.241.--.BB;Wirtschaft und Management.--.602411070.--.241.--.BB;Kein Datum gef;90;
;6;Vermessungskunde.--.602411050.--.241.--.BB;Geotechnik I.--.602412040.--.241.--.BB;Kein Datum gef;7;
;7;Vermessungskunde.--.602411050.--.241.--.BB;Bauphysik.--.602411060.--.241.--.BB;Kein Datum gef;94;
;8;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik II.--.602412016.--.241.--.BB;Kein Datum gef;1;
;9;Vermessungskunde.--.602411050.--.241.--.BB;Mechanik I.--.602411021.--.241.--.BB;Kein Datum gef;1;
;10;Vermessungskunde.--.602411050.--.241.--.BB;Mechanik I.--.602411020.--.241.--.BB;Kein Datum gef;85;
;11;Vermessungskunde.--.602411050.--.241.--.BB;Baustoffkunde I und Bauchemie.--.602411030.--.241.--.BB;Kein Datum gef;95;
;12;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik I.--.602411011.--.241.--.BB;Kein Datum gef;3;
;13;Vermessungskunde.--.602411050.--.241.--.BB;Recht und Management.--.602412060.--.241.--.BB;Kein Datum gef;7;
Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;;;;Kein Datum gef;;
;1;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Datenbanksysteme.--.1222128010.--.2123.--.MB;Kein Datum gef;2;
;2;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Prüfungsvorleistung Datenbanksysteme.--.1222128015.--.2123.--.MB;Kein Datum gef;2;
;3;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Numerik.--.1222127010.--.2123.--.MB;Kein Datum gef;1;
;4;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Software Engineering.--.1222127040.--.2123.--.MB;Kein Datum gef;2;
Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;;;;Kein Datum gef;;
;1;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;Kein Datum gef;1;
;2;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Software Engineering.--.1222223020.--.222.--.BAM;Kein Datum gef;5;
;3;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Stochastik.--.1222224020.--.222.--.BAM;Kein Datum gef;2;
;4;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Numerik.--.1222223010.--.222.--.BAM;Kein Datum gef;5;
;5;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Bankbetriebslehre.--.1222223060.--.222.--.BAM;Kein Datum gef;1;
;6;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Algebra.--.17100.--.222.--.BAM;Kein Datum gef;1;
Versicherungsbetriebslehre.--.1222226030.--.2223.--.BAM;;;;Kein Datum gef;;
;1;Versicherungsbetriebslehre.--.1222226030.--.2223.--.BAM;Numerik.--.1222224050.--.2223.--.BAM;Kein Datum gef;1;
Verteilte Systeme.--.1202123030.--.212.--.IF;;;;Kein Datum gef;;
;1;Verteilte Systeme.--.1202123030.--.212.--.IF;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Kein Datum gef;1;
;2;Verteilte Systeme.--.1202123030.--.212.--.IF;Operations Research.--.1202124010.--.212.--.IF;Kein Datum gef;2;
;3;Verteilte Systeme.--.1202123030.--.212.--.IF;Programmieren 2.--.1202122020.--.212.--.IF;Kein Datum gef;2;
;4;Verteilte Systeme.--.1202123030.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;Kein Datum gef;3;
;5;Verteilte Systeme.--.1202123030.--.212.--.IF;Einführung in die Informatik.--.1202121030.--.212.--.IF;Kein Datum gef;1;
;6;Verteilte Systeme.--.1202123030.--.212.--.IF;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Kein Datum gef;1;
;7;Verteilte Systeme.--.1202123030.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;Kein Datum gef;44;
;8;Verteilte Systeme.--.1202123030.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;Kein Datum gef;44;
;9;Verteilte Systeme.--.1202123030.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;Kein Datum gef;3;
;10;Verteilte Systeme.--.1202123030.--.212.--.IF;Sondermodul Green IT.--.18140.--.212.--.IF;Kein Datum gef;2;
;11;Verteilte Systeme.--.1202123030.--.212.--.IF;Software-Technik.--.1202123020.--.212.--.IF;Kein Datum gef;42;
;12;Verteilte Systeme.--.1202123030.--.212.--.IF;Datenbanksysteme.--.1202124020.--.212.--.IF;Kein Datum gef;2;
;13;Verteilte Systeme.--.1202123030.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;Kein Datum gef;1;
;14;Verteilte Systeme.--.1202123030.--.212.--.IF;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Kein Datum gef;2;
Verteilte Systeme.--.1212224030.--.222.--.BDI;;;;Kein Datum gef;;
;1;Verteilte Systeme.--.1212224030.--.222.--.BDI;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Kein Datum gef;3;
;2;Verteilte Systeme.--.1212224030.--.222.--.BDI;Recht, Qualitätsmanagement und Patente.--.1212224050.--.222.--.BDI;Kein Datum gef;1;
;3;Verteilte Systeme.--.1212224030.--.222.--.BDI;Operations Research.--.1212223050.--.222.--.BDI;Kein Datum gef;2;
;4;Verteilte Systeme.--.1212224030.--.222.--.BDI;Datenbanksysteme.--.1212224010.--.222.--.BDI;Kein Datum gef;1;
;5;Verteilte Systeme.--.1212224030.--.222.--.BDI;Modellierung raumbezogener Daten.--.1212223010.--.222.--.BDI;Kein Datum gef;2;
;6;Verteilte Systeme.--.1212224030.--.222.--.BDI;IT für Unternehmensnetzwerke.--.1212223030.--.222.--.BDI;Kein Datum gef;2;
Verteilte Systeme.--.17180.--.212.--.WI;;;;Kein Datum gef;;
;1;Verteilte Systeme.--.17180.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;Kein Datum gef;1;
;2;Verteilte Systeme.--.17180.--.212.--.WI;IT-Infrastrukturmanagement.--.17270.--.212.--.WI;Kein Datum gef;5;
;3;Verteilte Systeme.--.17180.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;Kein Datum gef;3;
;4;Verteilte Systeme.--.17180.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;Kein Datum gef;1;
;5;Verteilte Systeme.--.17180.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;Kein Datum gef;2;
;6;Verteilte Systeme.--.17180.--.212.--.WI;Informationsvisualisierung und Visual Analytics.--.17290.--.212.--.WI;Kein Datum gef;1;
;7;Verteilte Systeme.--.17180.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;Kein Datum gef;2;
;8;Verteilte Systeme.--.17180.--.212.--.WI;eCommerce.--.17440.--.212.--.WI;Kein Datum gef;2;
;9;Verteilte Systeme.--.17180.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Kein Datum gef;1;
;10;Verteilte Systeme.--.17180.--.212.--.WI;Software Technik.--.1242124030.--.212.--.WI;Kein Datum gef;1;
;11;Verteilte Systeme.--.17180.--.212.--.WI;Organisationspsychologie.--.17450.--.212.--.WI;Kein Datum gef;4;
Vertragsrecht.--.11927440.--.192.--.IB;;;;Kein Datum gef;;
;1;Vertragsrecht.--.11927440.--.192.--.IB;3_Designgeschichte.--.11923055.--.192.--.IB;Kein Datum gef;2;
Vertragsrecht.--.1927440.--.192.--.AB;;;;Kein Datum gef;;
;1;Vertragsrecht.--.1927440.--.192.--.AB;Fremdsprache.--.1926030.--.192.--.AB;Kein Datum gef;1;
;2;Vertragsrecht.--.1927440.--.192.--.AB;Recht.--.1925010.--.192.--.AB;Kein Datum gef;1;
;3;Vertragsrecht.--.1927440.--.192.--.AB;Grundlagen Entwerfen 4.--.1924020.--.192.--.AB;Kein Datum gef;1;
;4;Vertragsrecht.--.1927440.--.192.--.AB;Grundlagen Entwerfen 3.--.1923020.--.192.--.AB;Kein Datum gef;2;
Vertragsrecht.--.20130.--.171.--.SP;;;;Kein Datum gef;;
;1;Vertragsrecht.--.20130.--.171.--.SP;Technische Infrastruktur.--.17900.--.171.--.SP;Kein Datum gef;1;
Vertragsrecht.--.22217800.--.221.--.KE;;;;Kein Datum gef;;
;1;Vertragsrecht.--.22217800.--.221.--.KE;Energetische Stadtplanung und Infrastruktur.--.22216010.--.221.--.KE;Kein Datum gef;1;
;2;Vertragsrecht.--.22217800.--.221.--.KE;Fremdsprache.--.22217830.--.221.--.KE;Kein Datum gef;1;
Vertragsrecht.--.301929250.--.192.--.MA;;;;Kein Datum gef;;
;1;Vertragsrecht.--.301929250.--.192.--.MA;Fremdsprache.--.301929330.--.192.--.MA;Kein Datum gef;1;
;2;Vertragsrecht.--.301929250.--.192.--.MA;Technische Infrastruktur.--.301928180.--.192.--.MA;Kein Datum gef;1;
;3;Vertragsrecht.--.301929250.--.192.--.MA;Kommunalrecht.--.301927480.--.192.--.MA;Kein Datum gef;2;
Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;;;;Kein Datum gef;;
;1;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Baumanagement 1.--.2040.--.182.--.WBI;Kein Datum gef;1;
;2;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Betriebswirtschaft.--.1050.--.182.--.WBI;Kein Datum gef;1;
;3;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Baustoffkunde und Bauphysik.--.1030.--.182.--.WBI;Kein Datum gef;1;
;4;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Rechnungswesen.--.2050.--.182.--.WBI;Kein Datum gef;1;
Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;;;;Kein Datum gef;;
;1;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Baustoffkunde und Bauphysik.--.642011030.--.201.--.WBI;Kein Datum gef;45;
;2;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Geotechnik und Vermessung.--.642012030.--.201.--.WBI;Kein Datum gef;8;
;3;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;4;
;4;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;Kein Datum gef;43;
;5;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;Kein Datum gef;4;
;6;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik I.--.642011022.--.201.--.WBI;Kein Datum gef;1;
;7;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mathematik I.--.642011011.--.201.--.WBI;Kein Datum gef;8;
;8;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mathematik II.--.642012010.--.201.--.WBI;Kein Datum gef;6;
;9;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik I.--.642011021.--.201.--.WBI;Kein Datum gef;6;
;10;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mathematik I.--.642011010.--.201.--.WBI;Kein Datum gef;42;
;11;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik I.--.642011020.--.201.--.WBI;Kein Datum gef;34;
;12;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik II.--.642012020.--.201.--.WBI;Kein Datum gef;3;
Volkswirtschaftslehre.--.1242122020.--.212.--.WI;;;;Kein Datum gef;;
;1;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;Kein Datum gef;18;
;2;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Grundlagen der Wirtschaftsinformatik.--.1242121040.--.212.--.WI;Kein Datum gef;5;
;3;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Diskrete Mathematik.--.1242121020.--.212.--.WI;Kein Datum gef;1;
;4;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;Kein Datum gef;6;
;5;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Kein Datum gef;18;
;6;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Grundlagen der BWL.--.1242121030.--.212.--.WI;Kein Datum gef;3;
;7;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Mathematik 2.--.1242122011.--.212.--.WI;Kein Datum gef;1;
Volkswirtschaftslehre.--.611929000.--.192.--.BW;;;;Kein Datum gef;;
;1;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Kein Datum gef;63;
;2;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Quantitative Methoden 1.--.611929001.--.192.--.BW;Kein Datum gef;61;
;3;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Kein Datum gef;69;
;4;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;Kein Datum gef;1;
;5;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Management.--.611929002.--.192.--.BW;Kein Datum gef;71;
;6;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;Kein Datum gef;2;
;7;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Qualitätsmanagement.--.611929008.--.192.--.BW;Kein Datum gef;1;
;8;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Kein Datum gef;2;
Vorleistung Mathematik 2.--.2035.--.182.--.PB;;;;Kein Datum gef;;
;1;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Grundlagen Physik 1.--.1020.--.182.--.PB;Kein Datum gef;1;
;2;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Grundlagen Bauphysik 1.--.1010.--.182.--.PB;Kein Datum gef;1;
;3;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Mathematik 2.--.2030.--.182.--.PB;Kein Datum gef;1;
;4;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Grundlagen Bau 1.--.1040.--.182.--.PB;Kein Datum gef;1;
;5;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Fremdsprache.--.1060.--.182.--.PB;Kein Datum gef;1;
Wahlfpfichtfach Nachhaltigkeit und Ethik 2.--.19121.--.212.--.IF;;;;Kein Datum gef;;
;1;Wahlfpfichtfach Nachhaltigkeit und Ethik 2.--.19121.--.212.--.IF;Sondermodul Datenstrukturen und Algorithmen.--.20110.--.212.--.IF;Kein Datum gef;1;
Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;;;;Kein Datum gef;;
;1;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;Kein Datum gef;11;
;2;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;3;
;3;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;1;
;4;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;Kein Datum gef;1;
;5;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Kein Datum gef;12;
;6;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;1;
;7;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;5;
;8;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;4;
;9;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;12;
;10;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;4;
;11;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;12;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;Kein Datum gef;7;
;13;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;5;
;14;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;5;
;15;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;3;
;16;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;17;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Kein Datum gef;2;
;18;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;11;
Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;;;;Kein Datum gef;;
;1;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Sondermodul Green IT.--.18140.--.212.--.IF;Kein Datum gef;5;
;2;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Software-Technik.--.1202123020.--.212.--.IF;Kein Datum gef;2;
;3;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Operations Research.--.1202124010.--.212.--.IF;Kein Datum gef;1;
;4;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Verteilte Systeme.--.1202123030.--.212.--.IF;Kein Datum gef;2;
;5;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;Kein Datum gef;6;
;6;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;Sondermodul Datenstrukturen und Algorithmen.--.20110.--.212.--.IF;Kein Datum gef;1;
;7;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;Kein Datum gef;2;
Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;;;;Kein Datum gef;;
;1;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Software-Technik.--.1202123020.--.212.--.IF;Kein Datum gef;1;
;2;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Operations Research.--.1202124010.--.212.--.IF;Kein Datum gef;1;
;3;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Datenbanksysteme.--.1202124020.--.212.--.IF;Kein Datum gef;1;
;4;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Verteilte Systeme.--.1202123030.--.212.--.IF;Kein Datum gef;1;
